SpeciesID,ScientificName,Scientific.Name.with.Author,CommonNameA,CommonNameB,Family,WetlandStatus
RHMUS,Rhizophora mucronata,Rhizophora mucronata Lam. var. stylosa (Griff.) Schimp.,,_?_,,
RHSU12,Rhynchosia sublobata,Rhynchosia sublobata (Schumach.) Meikle,,,Fabaceae,
RHSU13,Rhizoplaca subdiscrepans,Rhizoplaca subdiscrepans (Nyl.) R. Sant.,,,Lecanoraceae,
RHSU2,Rhizocarpon subgeminatum,Rhizocarpon subgeminatum Eitner,map lichen,,Rhizocarpaceae,
RHSU3,Rhizocarpon submodestum,Rhizocarpon submodestum (Vain.) Vain.,map lichen,,Rhizocarpaceae,
RHSU4,Rhizocarpon superficiale,Rhizocarpon superficiale (Schaerer) Vain.,superficial map lichen,,Rhizocarpaceae,
RHOC2,Rhizocarpon occidentale,Rhizocarpon occidentale Lynge,,,,
RHPO5,Rhizocarpon polare,Rhizocarpon polare Rasanen,,,,
RHSU8,Rhexophyllum subnigrum,Rhexophyllum subnigrum (Mitt.) Thér. ex Hilp.,rhexophyllum moss,,Pottiaceae,
NESU4,Neocardotia subnigra,Neocardotia subnigra (Mitt.) Thér. & E.B. Bartram,,,,
RHSUB,Rhizocarpon superficiale,Rhizocarpon superficiale (Schaerer) Vain. ssp. boreale Runem.,boreal map lichen,,Rhizocarpaceae,
RHCR5,Rhizocarpon crystalligeneum,Rhizocarpon crystalligeneum Lynge,,,,
RHSW,Rhynchosia swartzii,Rhynchosia swartzii (Vail) Urb.,Swartz's snoutbean,,Fabaceae,
DOSW,Dolicholus swartzii,Dolicholus swartzii Vail,,,,
RHTA,Rhus taitensis,Rhus taitensis Guill.,,Taition Sumac,Anacardiaceae,
RHTE2,Rhynchospora tenuis,Rhynchospora tenuis Link,quill beaksedge,,Cyperaceae,
RHTE3,Rhynchospora tenerrima,Rhynchospora tenerrima Nees ex Spreng.,soldier beaksedge,Soldier Beak Sedge,Cyperaceae,
RHSE2,Rhynchospora setacea,Rhynchospora setacea (P.J. Bergius) Boeckeler,,,,
RHTE6,Rhizocarpon tetramerum,Rhizocarpon tetramerum (Vain.) Vain.,map lichen,,Rhizocarpaceae,
RHTH,Rhynchospora thornei,Rhynchospora thornei Kral,Thorne's beaksedge,,Cyperaceae,
RHTO10,Rhodomyrtus tomentosa,Rhodomyrtus tomentosa (Aiton) Hassk.,rose myrtle,Rose-Myrtle,Myrtaceae,FAC
RHTO,Rhodomyrtus tomentosus,"Rhodomyrtus tomentosus (Aiton) Hassk., orth. var.",,,,
RHTO3,Rhynchosia tomentosa,Rhynchosia tomentosa (L.) Hook. & Arn.,twining snoutbean,,Fabaceae,
RHTO4,Rhynchospora torreyana,Rhynchospora torreyana A. Gray,Torrey's beaksedge,Torrey's Beak Sedge,Cyperaceae,OBL
RHTO9,Rhynchosia totta,Rhynchosia totta (Thunb.) DC.,snoutbean,,Fabaceae,
RHTOM,Rhynchosia tomentosa,Rhynchosia tomentosa (L.) Hook. & Arn. var. mollissima (Elliott) Torr. & A. Gray,twining snoutbean,,Fabaceae,
RHMO,Rhynchosia mollissima,Rhynchosia mollissima (Elliott) Shuttlw. ex S. Watson,,,,
RHTOT,Rhynchosia tomentosa,Rhynchosia tomentosa (L.) Hook. & Arn. var. tomentosa,twining snoutbean,,Fabaceae,
DOER2,Dolicholus erectus,Dolicholus erectus (Walter) Vail,,,,
GLTO,Glycine tomentosa,"Glycine tomentosa L., non Dolicholus tomentosus (L.) Vail",,,,
RHER,Rhynchosia erecta,Rhynchosia erecta (Walter) DC.,,,,
RHIN8,Rhynchosia intermedia,Rhynchosia intermedia (Torr. & A. Gray) Small,,,,
RHTOE2,Rhynchosia tomentosa,Rhynchosia tomentosa (L.) Hook. & Arn. var. erecta (Walter) Torr. & A. Gray,,,,
RHTR,Rhus trilobata,Rhus trilobata Nutt.,skunkbush sumac,,Anacardiaceae,
RHTR2,Rhynchospora tracyi,Rhynchospora tracyi Britton,Tracy's beaksedge,Tracy's Beak Sedge,Cyperaceae,OBL
RHTR70,Rhytidiadelphus triquetrus,Rhytidiadelphus triquetrus (Hedw.) Warnst.,rough goose neck moss,,Hylocomiaceae,
RHTRB,Rhytidiadelphus triquetrus,Rhytidiadelphus triquetrus (Hedw.) Warnst. var. beringianus (Cardot & Thér.) Grout,,,,
RHTRA,Rhus trilobata,Rhus trilobata Nutt. var. anisophylla (Greene) Jeps.,skunkbush sumac,,Anacardiaceae,
SCAN6,Schmaltzia anisophylla,Schmaltzia anisophylla Greene,,,,
SCTRA,Schmaltzia trilobata,Schmaltzia trilobata (Nutt.) Small var. anisophylla (Greene) F.A. Barkley,,,,
RHTRP,Rhus trilobata,Rhus trilobata Nutt. var. pilosissima Engelm.,pubescent skunkbush sumac,,Anacardiaceae,
RHARM,Rhus aromatica,Rhus aromatica Aiton var. mollis Ashe,,Fragrant Sumac,,UPL
RHARP,Rhus aromatica,Rhus aromatica Aiton var. pilosissima (Engelm.) Shinners,,Fragrant Sumac,,UPL
RHARP2,Rhus aromatica,Rhus aromatica Aiton ssp. pilosissima (Engelm.) W.A. Weber,,Fragrant Sumac,,UPL
RHTRM,Rhus trilobata,Rhus trilobata Nutt. var. malacophylla (Greene) Munz,,,,
RHTRQ,Rhus trilobata,Rhus trilobata Nutt. var. quinata (Greene) Jeps.,skunkbush sumac,,Anacardiaceae,
RHTRR,Rhus trilobata,Rhus trilobata Nutt. var. racemulosa (Greene) F.A. Barkley,skunkbush sumac,,Anacardiaceae,
SCRA2,Schmaltzia racemulosa,Schmaltzia racemulosa Greene,,,,
RHTRS,Rhus trilobata,Rhus trilobata Nutt. var. simplicifolia (Greene) F.A. Barkley,skunkbush sumac,,Anacardiaceae,
RHARS3,Rhus aromatica,Rhus aromatica Aiton var. simplicifolia (Greene) Cronquist,,Fragrant Sumac,,UPL
RHTRT,Rhus trilobata,Rhus trilobata Nutt. var. trilobata,skunkbush sumac,,Anacardiaceae,
RHARF,Rhus aromatica,Rhus aromatica Aiton var. flabelliformis Shinners,,Fragrant Sumac,,UPL
RHARF2,Rhus aromatica,Rhus aromatica Aiton ssp. flabelliformis (Shinners) R.E. Brooks,,Fragrant Sumac,,UPL
RHART,Rhus aromatica,Rhus aromatica Aiton ssp. trilobata (Nutt.) W.A. Weber,,Fragrant Sumac,,UPL
RHART2,Rhus aromatica,Rhus aromatica Aiton var. trilobata (Nutt.) A. Gray ex S. Watson,,Fragrant Sumac,,UPL
SCTR4,Schmaltzia trilobata,Schmaltzia trilobata (Nutt.) Small,,,,
RHTY,Rhus typhina,Rhus typhina L.,staghorn sumac,,Anacardiaceae,
DAHI,Datisca hirta,"Datisca hirta L., nom. utique rej.",,,,
RHHI2,Rhus hirta,"Rhus hirta (L.) Sudw., nom. utique rej.",,,,
RHTYL,Rhus typhina,Rhus typhina L. var. laciniata Alph. Wood,,,,
RHUM,Rhizocarpon umbilicatum,Rhizocarpon umbilicatum (Ramond) Flagey,map lichen,,Rhizocarpaceae,
RHUN,Rhynchospora uniflora,Rhynchospora uniflora Boeckeler,oneflower beaksedge,,Cyperaceae,
RHEL2,Rhynchospora elongata,Rhynchospora elongata Boeckeler,,,,
RHUN2,Rhododendron uniflorum,Rhododendron uniflorum Hutch. & Kingdon-Ward,,,Ericaceae,
RHUS,Rhus L.,Rhus L.,sumac,,Anacardiaceae,
RHUS2,Rhynchosia usambarensis,Rhynchosia usambarensis Taub.,,,Fabaceae,
RHUT80,Rhamnus utilis,Rhamnus utilis Decne.,Chinese buckthorn,,Rhamnaceae,
RHVA,Rhododendron vaseyi,Rhododendron vaseyi A. Gray,pinkshell azalea,Pink-Shell Azalea,Ericaceae,
BIVA3,Biltia vaseyi,Biltia vaseyi (A. Gray) Small,,,,
RHVA5,Rhododendron ×vanhoeffeni,Rhododendron ×vanhoeffeni Abromeit,hybrid rhododendron,,Ericaceae,
LEVA11,×Ledodendron vanhoeffeni,×Ledodendron vanhoeffeni (Abromeit) Daalgard & Fredskild,,,,
RHVE5,Rhizocarpon vernicomoideum,Rhizocarpon vernicomoideum Fink,map lichen,,Rhizocarpaceae,
RHVI,Rhexia virginica,Rhexia virginica L.,handsome Harry,Handsome-Harry,Melastomataceae,FACW
RHST5,Rhexia stricta,Rhexia stricta Pursh,,,,
RHVIP,Rhexia virginica,Rhexia virginica L. var. purshii (Spreng.) C.W. James,,Handsome-Harry,,FACW
RHVIS2,Rhexia virginica,Rhexia virginica L. var. septemnervia (Walter) Pursh,,Handsome-Harry,,FACW
RHVI2,Rhododendron viscosum,Rhododendron viscosum (L.) Torr.,swamp azalea,Clammy Azalea,Ericaceae,OBL
AZSE,Azalea serrulata,Azalea serrulata Small,,,,
AZVI,Azalea viscosa,Azalea viscosa L.,,,,
RHCO5,Rhododendron coryi,Rhododendron coryi Shinners,,,,
RHSE,Rhododendron serrulatum,Rhododendron serrulatum (Small) Millais,,,,
RHVIA,Rhododendron viscosum,Rhododendron viscosum (L.) Torr. var. aemulans Rehder,,Clammy Azalea,,OBL
RHVIG,Rhododendron viscosum,Rhododendron viscosum (L.) Torr. var. glaucum (Michx.) A. Gray,,Clammy Azalea,,OBL
RHVIM,Rhododendron viscosum,Rhododendron viscosum (L.) Torr. var. montanum Rehder,,Clammy Azalea,,OBL
RHVIN,Rhododendron viscosum,Rhododendron viscosum (L.) Torr. var. nitidum (Pursh) A. Gray,,Clammy Azalea,,OBL
RHVIS,Rhododendron viscosum,Rhododendron viscosum (L.) Torr. var. serrulatum (Small) H.E. Ahles,,Clammy Azalea,,OBL
RHVIT,Rhododendron viscosum,Rhododendron viscosum (L.) Torr. var. tomentosum Rehder,,Clammy Azalea,,OBL
RHVI3,Rhus virens,Rhus virens Lindh. ex A. Gray,evergreen sumac,,Anacardiaceae,
RHVI5,Rhizocarpon viridiatrum,Rhizocarpon viridiatrum (Wulfen) Körb.,map lichen,,Rhizocarpaceae,
RHSU6,Rhizocarpon subtile,Rhizocarpon subtile Runem.,,,,
RHVIC,Rhus virens,Rhus virens Lindh. ex A. Gray var. choriophylla (Wooton & Standl.) L.D. Benson,evergreen sumac,,Anacardiaceae,
RHCH,Rhus choriophylla,Rhus choriophylla Wooton & Standl.,,,,
RHVIC2,Rhus virens,Rhus virens Lindh. ex A. Gray ssp. choriophylla (Wooton & Standl.) Young,,,,
RHVIV,Rhus virens,Rhus virens Lindh. ex A. Gray var. virens,evergreen sumac,,Anacardiaceae,
RHWE,Rhododendron ×welleslyanum,Rhododendron ×welleslyanum Waterer ex Rehder,hybrid rhododendron,,Ericaceae,
RHWR,Rhynchospora wrightiana,Rhynchospora wrightiana Boeckeler,Wright's beaksedge,Wright's Beak Sedge,Cyperaceae,OBL
RHTE4,Rhynchospora tenuis,Rhynchospora tenuis Baldw. ex A. Gray,,,,
RHYNC2,Rhynchosia Lour.,Rhynchosia Lour.,snoutbean,,Fabaceae,
RHYNC3,Rhynchospora Vahl,Rhynchospora Vahl,beaksedge,,Cyperaceae,
RAYMO,Raymondiella B.,"Raymondiella B. Boivin, nom. inval.",,,,
RHYNC5,Rhynchosida Fryxell,Rhynchosida Fryxell,rhynchosida,,Malvaceae,
RHYTI2,Rhytidiadelphus (Lindb.,Rhytidiadelphus (Lindb. ex Limpr.) Warnst.,goose neck moss,,Hylocomiaceae,
RHYTI3,Rhytidiopsis Broth.,Rhytidiopsis Broth.,rhytidiopsis moss,,Hylocomiaceae,
RHYTI4,Rhytidium (Sull.),Rhytidium (Sull.) Kindb.,rhytidium moss,,Rhytidiaceae,
RHYTI5,Rhytidophyllum Mart.,Rhytidophyllum Mart.,tibey-amarillo,,Gesneriaceae,
RIAC,Ribes acerifolium,Ribes acerifolium Howell,mapleleaf currant,Maple-Leaf Currant,Grossulariaceae,
RIHO2,Ribes howellii,Ribes howellii Greene,,,,
RIAD,Rinodina adirondackii,Rinodina adirondackii H. Magn.,Adirondack rinodina lichen,,Physciaceae,
RIAF,Riella affinis,Riella affinis M. Howe & Underw.,,,Riellaceae,
RIAL2,Ribes alpinum,Ribes alpinum L.,alpine currant,,Grossulariaceae,
RIAL4,Riccia albida,Riccia albida Sull. ex Austin,,,Ricciaceae,
RIAL5,Riccia albolimbata,Riccia albolimbata S.W. Arnell,,,Ricciaceae,
RIAM,Ribes amarum,Ribes amarum McClatchie,bitter gooseberry,,Grossulariaceae,
GRAM,Grossularia amara,Grossularia amara (McClatchie) Coville & Britton,,,,
RIAMH,Ribes amarum,Ribes amarum McClatchie var. hoffmannii Munz,,,,
RIMA3,Ribes mariposanum,Ribes mariposanum Cogn.,,,,
RIAM2,Ribes americanum,Ribes americanum Mill.,American black currant,Wild Black Currant,Grossulariaceae,FACW
RIAM5,Rinodina americana,Rinodina americana de Lesd.,American rinodina lichen,,Physciaceae,
RIAM6,Riella americana,Riella americana M. Howe & Underw.,,,Riellaceae,
RIAN2,Rinodina annulata,Rinodina annulata H. Magn.,rinodina lichen,,Physciaceae,
RIAN4,Riccia andina,Riccia andina Müll. Frib.,,,Ricciaceae,
RIANC,Riccia andina,Riccia andina Müll. Frib. ssp. chionophora R.M. Schust.,,,Ricciaceae,
RIAP,Rinodina applanata,Rinodina applanata H. Magn.,rinodina lichen,,Physciaceae,
RIAR2,Rinodina archaea,Rinodina archaea (Ach.) Arnold,rinodina lichen,,Physciaceae,
RIAR3,Rinodina arctica,Rinodina arctica H. Magn.,arctic rinodina lichen,,Physciaceae,
RIAS2,Rinodina ascociscana,Rinodina ascociscana Tuck.,rinodina lichen,,Physciaceae,
RIAT2,Rinodina athallina,Rinodina athallina H. Magn.,rinodina lichen,,Physciaceae,
RIAT6,Riccia atromarginata,Riccia atromarginata Levier,,,Ricciaceae,
RIATA,Riccia atromarginata,Riccia atromarginata Levier ssp. atromarginata,,,Ricciaceae,
RIATI,Riccia atromarginata,Riccia atromarginata Levier ssp. iodocheila (M. Howe) R.M. Schust.,,,Ricciaceae,
RIAU,Ribes aureum,Ribes aureum Pursh,golden currant,Golden Currant,Grossulariaceae,FAC
RIAUA,Ribes aureum,Ribes aureum Pursh var. aureum,golden currant,Golden Currant,Grossulariaceae,FAC
CHAU3,Chrysobotrya aurea,Chrysobotrya aurea (Pursh) Rydb.,,,,
RIAUG,Ribes aureum,Ribes aureum Pursh var. gracillimum (Coville & Britton) Jeps.,golden currant,Golden Currant,Grossulariaceae,FAC
RIGR5,Ribes gracillimum,Ribes gracillimum Coville & Britton,,,,
RIAUV,Ribes aureum,Ribes aureum Pursh var. villosum DC.,golden currant,Golden Currant,Grossulariaceae,FAC
RIOD,Ribes odoratum,Ribes odoratum H. Wendl.,,,,
RIBA,Rimularia badioatra,Rimularia badioatra (Krempelh.) Hertel & Rambold,rimularia lichen,,Rimulariaceae,
RIBE,Riccia beyrichiana,Riccia beyrichiana Hampe ex Lehm. & Lindenb.,,,Ricciaceae,
RIBE2,Rinorea bengalensis,Rinorea bengalensis (Wall.) Kuntze,Bengal rinorea,,Violaceae,
RICA16,Rinorea carolinensis,Rinorea carolinensis Kaneh.,,,,
RIPA8,Rinorea palaucica,Rinorea palaucica Kaneh. & Hatus.,,,,
RIBES,Ribes L.,Ribes L.,currant,,Grossulariaceae,
RIBI,Ribes binominatum,Ribes binominatum A. Heller,ground gooseberry,,Grossulariaceae,
GRBI,Grossularia binominata,Grossularia binominata (A. Heller) Coville & Britton,,,,
RIAM3,Ribes ambiguum,Ribes ambiguum S. Watson,,,,
RIBI2,Rinodina bischoffii,Rinodina bischoffii (Hepp) A. Massal.,Bischoff's rinodina lichen,,Physciaceae,
RIPE3,Rinodina penaridiana,Rinodina penaridiana Müll. Arg.,,,,
RIBI5,Riccia bifurca,Riccia bifurca Hoffm.,,,Ricciaceae,
RIBO,Rinodina bolanderi,Rinodina bolanderi H. Magn.,Bolander's rinodina lichen,,Physciaceae,
RIBO2,Rinodina bolodes,Rinodina bolodes Tuck. ex Fink,rinodina lichen,,Physciaceae,
RIBR,Ribes bracteosum,Ribes bracteosum Douglas ex Hook.,stink currant,California Black Currant,Grossulariaceae,
RIBR2,Richardia brasiliensis,Richardia brasiliensis Gomes,tropical Mexican clover,,Rubiaceae,
RIBR3,Rinodina brouardii,Rinodina brouardii de Lesd.,Brouard's rinodina lichen,,Physciaceae,
RIBU2,Ribes burejense,Ribes burejense F. Schmidt,,,Grossulariaceae,
RICA,Ribes californicum,Ribes californicum Hook. & Arn.,hillside gooseberry,,Grossulariaceae,
RICA10,Rimularia caeca,Rimularia caeca (Lowe) Rambold & Printzen,,,Rimulariaceae,
LECA29,Lecidea caeca,Lecidea caeca Lowe,,,,
RICA11,Rinodina castaneomelodes,Rinodina castaneomelodes H. Mayrh. & Poelt,,,Physciaceae,
RICA12,Riccia californica,Riccia californica Austin,,,Ricciaceae,
RICA13,Riccia campbelliana,Riccia campbelliana M. Howe,,,Ricciaceae,
RICA14,Riccia canaliculata,Riccia canaliculata Hoffm.,,,Ricciaceae,
RICA15,Riccia cavernosa,Riccia cavernosa Hoffm.,,,Ricciaceae,
RICA2,Ribes canthariforme,Ribes canthariforme Wiggins,Moreno currant,,Grossulariaceae,
RICA5,Rinodina cacuminum,Rinodina cacuminum (Th. Fr.) Malme,rinodina lichen,,Physciaceae,
RICA6,Rinodina calcigena,Rinodina calcigena (Th. Fr.) Lynge,rinodina lichen,,Physciaceae,
RIOC3,Rinodina occidentalis,Rinodina occidentalis Lynge,,,,
RICA8,Rinodina castaneomela,Rinodina castaneomela (Nyl.) Arnold,rinodina lichen,,Physciaceae,
RICAC,Ribes californicum,Ribes californicum Hook. & Arn. var. californicum,hillside gooseberry,,Grossulariaceae,
GRCA4,Grossularia californica,Grossularia californica (Hook. & Arn.) Coville & Britton,,,,
RIOL,Ribes oligacanthum,Ribes oligacanthum Eastw.,,,,
RICAH,Ribes californicum,Ribes californicum Hook. & Arn. var. hesperium (McClatchie) Jeps.,hillside gooseberry,,Grossulariaceae,
GRHE3,Grossularia hesperia,Grossularia hesperia (McClatchie) Coville & Britton,,,,
RIHE2,Ribes hesperium,Ribes hesperium McClatchie,,,,
RICCA,Riccardia A.,"Riccardia A. Gray, nom. cons.",,,Aneuraceae,
RICCI,"Riccia L.,","Riccia L., nom. cons.",,,Ricciaceae,
RICCI2,Ricciocarpos Corda,Ricciocarpos Corda,,,Ricciaceae,
RICE,Ribes cereum,Ribes cereum Douglas,wax currant,,Grossulariaceae,
RICE2,Rimelia cetrata,Rimelia cetrata (Ach.) Hale & Fletcher,rimelia lichen,,Parmeliaceae,
PAAC12,Parmelia acanthifolia,Parmelia acanthifolia Pers.,,,,
PACE6,Parmelia cetrata,Parmelia cetrata Ach.,,,,
PACE7,Parmotrema cetratum,Parmotrema cetratum (Ach.) Hale,,,,
PAHE10,Parmelia herrei,Parmelia herrei Zahlbr.,,,,
PARE13,Parmelia reparata,Parmelia reparata Stirt.,,,,
RICEC,Ribes cereum,Ribes cereum Douglas var. colubrinum C.L. Hitchc.,wax currant,,Grossulariaceae,
RICEC2,Ribes cereum,Ribes cereum Douglas var. cereum,wax currant,,Grossulariaceae,
RIRE,Ribes reniforme,Ribes reniforme Nutt.,,,,
RIVI4,Ribes viscidulum,Ribes viscidulum A. Berger,,,,
RICEP,Ribes cereum,Ribes cereum Douglas var. pedicellare W.H. Brewer & S. Watson,whisky currant,,Grossulariaceae,
RICEI,Ribes cereum,Ribes cereum Douglas var. inebrians (Lindl.) C.L. Hitchc.,,,,
RIIN3,Ribes inebrians,Ribes inebrians Lindl.,,,,
RICH,Rinodina chrysomelaena,Rinodina chrysomelaena (Ach.) Tuck.,rinodina lichen,,Physciaceae,
DICH10,Dimelaena chrysomelaena,Dimelaena chrysomelaena (Ach.) Hale & W.L. Culb.,,,,
RICH2,Riccardia chamedryfolia,Riccardia chamedryfolia (With.) Grolle,,,Aneuraceae,
RICHA,Richardia L.,Richardia L.,Mexican clover,,Rubiaceae,
RICI,Rinodina cinereovirens,Rinodina cinereovirens (Vain.) Vain.,rinodina lichen,,Physciaceae,
RICIN,Ricinus L.,Ricinus L.,ricinus,,Euphorbiaceae,
RICIN2,Ricinodendron Müll.,Ricinodendron Müll. Arg.,ricinodendron,,Euphorbiaceae,
RICO10,Rinodina confragosa,Rinodina confragosa (Ach.) Körb.,rinodina lichen,,Physciaceae,
RICO11,Rinodina conradii,Rinodina conradii Körb.,Conrad's rinodina lichen,,Physciaceae,
RIIN6,Rinodina intermedia,Rinodina intermedia Bagl.,,,,
RISA6,Rinodina sabulosa,Rinodina sabulosa Tuck.,,,,
RICO12,Rinodina constrictula,Rinodina constrictula H. Magn.,rinodina lichen,,Physciaceae,
RICO13,Rinodina corticola,Rinodina corticola Arnold,rinodina lichen,,Physciaceae,
RICO15,Rimeliella conferenda,Rimeliella conferenda (Hale) Kurok.,,,Parmeliaceae,
PACO35,Parmotrema conferendum,Parmotrema conferendum Hale,,,,
RICO3,Ricinus communis,Ricinus communis L.,castorbean,Castor-Bean,Euphorbiaceae,FACU
RICO6,Rimelia commensurata,Rimelia commensurata (Hale) Hale & Fletcher,rimelia lichen,,Parmeliaceae,
PACO36,Parmelia commensurata,Parmelia commensurata Hale,,,,
PACO43,Parmotrema commensuratum,Parmotrema commensuratum (Hale) Hale,,,,
RICO7,Rinodina colobina,Rinodina colobina (Ach.) Th. Fr.,rinodina lichen,,Physciaceae,
RICO8,Rinodina colobinoides,Rinodina colobinoides (Nyl.) Zahlbr.,rinodina lichen,,Physciaceae,
RICO9,Rinodina coloradiana,Rinodina coloradiana H. Magn.,Colorado rinodina lichen,,Physciaceae,
RICR,Ribes cruentum,Ribes cruentum Greene,shinyleaf currant,,Grossulariaceae,
RICRC,Ribes cruentum,Ribes cruentum Greene var. cruentum,shinyleaf currant,,Grossulariaceae,
GRCR,Grossularia cruenta,Grossularia cruenta (Greene) Coville & Britton,,,,
RIROC,Ribes roezlii,Ribes roezlii Regel var. cruentum (Greene) Rehder,,,,
RICRO,Ribes cruentum,Ribes cruentum Greene var. oregonense A. Berger,Oregon currant,,Grossulariaceae,
RICU,Ribes curvatum,Ribes curvatum Small,granite gooseberry,,Grossulariaceae,
GRCA5,Grossularia campestris,Grossularia campestris Small,,,,
GRCU2,Grossularia curvata,Grossularia curvata (Small) Coville & Britton,,,,
GRTE2,Grossularia texensis,Grossularia texensis Coville & A. Berger,,,,
RICU2,Riccia curtisii,Riccia curtisii (James ex Austin) Austin,,,Ricciaceae,
RICY,Ribes cynosbati,Ribes cynosbati L.,eastern prickly gooseberry,Eastern Prickly Gooseberry,Grossulariaceae,FACU
GRCY,Grossularia cynosbati,Grossularia cynosbati (L.) Mill.,,,,
RICYA,Ribes cynosbati,Ribes cynosbati L. var. atrox Fernald,,Eastern Prickly Gooseberry,,FACU
RICYG,Ribes cynosbati,Ribes cynosbati L. var. glabratum Fernald,,Eastern Prickly Gooseberry,,FACU
RICYI,Ribes cynosbati,Ribes cynosbati L. var. inerme (Rehder) L.H. Bailey,,Eastern Prickly Gooseberry,,FACU
RIHU4,Ribes huronense,Ribes huronense Rydb.,,,,
RIDA2,Rinodina darrowii,Rinodina darrowii E.D. Rudolph,Darrov's rinodina lichen,,Physciaceae,
RIDE2,Rinodina destituta,Rinodina destituta (Nyl.) Zahlbr.,destitute rinodina lichen,,Physciaceae,
RIDE3,Rinodina degeliana,Rinodina degeliana Coppins,,,Physciaceae,
RIDI,Ribes divaricatum,Ribes divaricatum Douglas,spreading gooseberry,Coastal Black Gooseberry,Grossulariaceae,
RIDI2,Rimelia diffractaica,Rimelia diffractaica (Essl.) Hale & Fletcher,rimelia lichen,,Parmeliaceae,
PADI18,Parmelia diffractaica,Parmelia diffractaica Essl.,,,,
PADI25,Parmotrema diffractaicum,Parmotrema diffractaicum (Essl.) Hale,,,,
RIDI3,Rinodina dirinoides,Rinodina dirinoides Zahlbr.,rinodina lichen,,Physciaceae,
RIDI5,Rinodina disjuncta,Rinodina disjuncta Sheard & Tønsberg,,,Physciaceae,
RIDI7,Riccia dictyospora,Riccia dictyospora M. Howe,,,Ricciaceae,
RIDI80,Ribes diacanthum,Ribes diacanthum Pall.,Siberian currant,,Grossulariaceae,
RIDID,Ribes divaricatum,Ribes divaricatum Douglas var. divaricatum,spreading gooseberry,Coastal Black Gooseberry,Grossulariaceae,
GRDI2,Grossularia divaricata,Grossularia divaricata (Douglas) Coville & Britton,,,,
RIDIG,Ribes divaricatum,Ribes divaricatum Douglas var. glabriflorum Koehne,,Coastal Black Gooseberry,,
RIDIR,Ribes divaricatum,Ribes divaricatum Douglas var. rigidum M. Peck,,Coastal Black Gooseberry,,
RISU,Ribes suksdorfii,Ribes suksdorfii A. Heller,,,,
RIDIP,Ribes divaricatum,Ribes divaricatum Douglas var. parishii (A. Heller) Jeps.,Parish's gooseberry,Coastal Black Gooseberry,Grossulariaceae,
GRPA2,Grossularia parishii,Grossularia parishii (A. Heller) Coville & Britton,,,,
RIDIP3,Ribes divaricatum,Ribes divaricatum Douglas ssp. parishii (A. Heller) A.E. Murray,,Coastal Black Gooseberry,,
RIPA,Ribes parishii,Ribes parishii A. Heller,,,,
RIDIP2,Ribes divaricatum,Ribes divaricatum Douglas var. pubiflorum Koehne,straggly gooseberry,Coastal Black Gooseberry,Grossulariaceae,
RIDIM,Ribes divaricatum,Ribes divaricatum Douglas var. montanum Jancz.,,Coastal Black Gooseberry,,
RIROV,Ribes rotundifolium,Ribes rotundifolium Michx. var. villosum (Nutt.) Dippel,,,,
RITO,Ribes tomentosum,Ribes tomentosum K. Koch,,,,
RIVI5,Ribes villosum,Ribes villosum Nutt.,,,,
RIDO,Riccia dorsiverrucosa,Riccia dorsiverrucosa Hässel,,,Ricciaceae,
RIEC,Ribes echinellum,Ribes echinellum (Coville) Rehder,Miccosukee gooseberry,Miccosukee Gooseberry,Grossulariaceae,FAC
GREC,Grossularia echinella,Grossularia echinella Coville,,,,
RIEF,Rinodina efflorescens,Rinodina efflorescens Malme,rinodina lichen,,Physciaceae,
RIEL,Riccia elliottii,Riccia elliottii Steph.,liverwort,,Ricciaceae,
RIELL,Riella Mont.,Riella Mont.,,,Riellaceae,
RIEN,Rinodina endophragmia,Rinodina endophragmia Lamb,rinodina lichen,,Physciaceae,
RIER,Ribes erythrocarpum,Ribes erythrocarpum Coville & Leiberg,Crater Lake currant,,Grossulariaceae,
RIEX,Rinodina excrescens,Rinodina excrescens Vain.,rinodina lichen,,Physciaceae,
RITH2,Rinodina thujae,Rinodina thujae (H. Magn.) Sheard,,,,
RIEX2,Rinodina exigua,Rinodina exigua (Ach.) A. Gray,rinodina lichen,,Physciaceae,
RIFL4,Riccia fluitans,Riccia fluitans L.,,,Ricciaceae,
RIFR,Riccia frostii,Riccia frostii Austin,,,Ricciaceae,
RIFU,Rimularia furvella,Rimularia furvella (Nyl. ex Mudd) Hertel & Rambold,rimularia lichen,,Rimulariaceae,
LEFU16,Lecidea furvella,Lecidea furvella Nyl. ex Mudd,,,,
RIGA2,Ribes ×gardonianum,Ribes ×gardonianum Lem. [excluded],,,Grossulariaceae,
RIGE,Rinodina gennarii,Rinodina gennarii Bagl.,Gennar's rinodina lichen,,Physciaceae,
